## structure_ID, 8_pattern_parameters, symmetric_structure_ID
179, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (126.5696, 140.0))
180, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (177.1975, 60.0))
181, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (177.1975, 100.0))
182, ((0.0, 0.0), (25.3139, 60.0), (0.0, 0.0), (177.1975, 140.0))
183, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (0.0, 0.0))
184, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (25.3139, 60.0))
185, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (25.3139, 100.0))
186, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (25.3139, 140.0))
187, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (75.9418, 60.0))
188, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (75.9418, 100.0))
189, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (75.9418, 140.0))
190, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (126.5696, 60.0))
191, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (126.5696, 100.0))
192, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (126.5696, 140.0))
193, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (177.1975, 60.0))
194, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (177.1975, 100.0))
195, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 60.0), (177.1975, 140.0))
196, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (0.0, 0.0))
197, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (25.3139, 60.0))
198, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (25.3139, 100.0))
199, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (25.3139, 140.0))
200, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (75.9418, 60.0))
201, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (75.9418, 100.0))
202, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (75.9418, 140.0))
203, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (126.5696, 60.0))
204, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (126.5696, 100.0))
205, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (126.5696, 140.0))
206, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (177.1975, 60.0))
207, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (177.1975, 100.0))
208, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 100.0), (177.1975, 140.0))
209, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (0.0, 0.0))
210, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (25.3139, 60.0))
211, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (25.3139, 100.0))
212, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (25.3139, 140.0))
213, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (75.9418, 60.0))
214, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (75.9418, 100.0))
215, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (75.9418, 140.0))
216, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (126.5696, 60.0))
217, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (126.5696, 100.0))
218, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (126.5696, 140.0))
219, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (177.1975, 60.0))
220, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (177.1975, 100.0))
221, ((0.0, 0.0), (25.3139, 60.0), (25.3139, 140.0), (177.1975, 140.0))
222, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (0.0, 0.0))
223, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (25.3139, 60.0))
224, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (25.3139, 100.0))
225, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (25.3139, 140.0))
226, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (75.9418, 60.0))
227, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (75.9418, 100.0))
228, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (75.9418, 140.0))
229, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (126.5696, 60.0))
230, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (126.5696, 100.0))
231, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (126.5696, 140.0))
232, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (177.1975, 60.0))
233, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (177.1975, 100.0))
234, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 60.0), (177.1975, 140.0))
235, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (0.0, 0.0))
236, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (25.3139, 60.0))
237, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (25.3139, 100.0))
238, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (25.3139, 140.0))
239, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (75.9418, 60.0))
240, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (75.9418, 100.0))
241, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (75.9418, 140.0))
242, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (126.5696, 60.0))
243, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (126.5696, 100.0))
